,urlkey,number_of_pages,0,1,2,3,4,5,6,7,8,9,domain
243,"au,gov,sa,dcsi",2747,au,gov,sa,dcsi,,,,,,,dcsi.sa.gov.au
244,"au,gov,nsw,northernbeaches,mapping",1933,au,gov,nsw,northernbeaches,mapping,,,,,,mapping.northernbeaches.nsw.gov.au
245,"au,gov,nsw,education,ps,holgate",2,au,gov,nsw,education,ps,holgate,,,,,holgate.ps.education.nsw.gov.au
246,"au,gov,tas,dpiwe,librarycat",503,au,gov,tas,dpiwe,librarycat,,,,,,librarycat.dpiwe.tas.gov.au
247,"au,gov,wa,dmp,geoview",21,au,gov,wa,dmp,geoview,,,,,,geoview.dmp.wa.gov.au
248,"au,gov,nsw,wyong,cms",2122,au,gov,nsw,wyong,cms,,,,,,cms.wyong.nsw.gov.au
249,"au,gov,starstruck",9,au,gov,starstruck,,,,,,,,starstruck.gov.au
250,"au,gov,nsw,schools,killara-h",598,au,gov,nsw,schools,killara-h,,,,,,killara-h.schools.nsw.gov.au
251,"au,gov,education,videogallery",21,au,gov,education,videogallery,,,,,,,videogallery.education.gov.au
252,"au,gov,treasury,icareview",81,au,gov,treasury,icareview,,,,,,,icareview.treasury.gov.au
253,"au,gov,studyinaustralia,w",1,au,gov,studyinaustralia,w,,,,,,,w.studyinaustralia.gov.au
254,"au,gov,nsw,justice,courtlist",16829,au,gov,nsw,justice,courtlist,,,,,,courtlist.justice.nsw.gov.au
255,"au,gov,wa,slwa,exhibitions",240,au,gov,wa,slwa,exhibitions,,,,,,exhibitions.slwa.wa.gov.au
256,"au,gov,ano",15,au,gov,ano,,,,,,,,ano.gov.au
257,"au,gov,nsw,camden,library,net",2,au,gov,nsw,camden,library,net,,,,,net.library.camden.nsw.gov.au
258,"au,gov,vic,gdv",9,au,gov,vic,gdv,,,,,,,gdv.vic.gov.au
259,"au,gov,nsw,education,ps,morpeth",13,au,gov,nsw,education,ps,morpeth,,,,,morpeth.ps.education.nsw.gov.au
260,"au,gov,nsw,mosman,test",1,au,gov,nsw,mosman,test,,,,,,test.mosman.nsw.gov.au
261,"au,gov,service,marketplace",1667,au,gov,service,marketplace,,,,,,,marketplace.service.gov.au
262,"au,gov,detya,schoolcensus",20,au,gov,detya,schoolcensus,,,,,,,schoolcensus.detya.gov.au
263,"au,gov,nsw,monaro,cat",19627,au,gov,nsw,monaro,cat,,,,,,cat.monaro.nsw.gov.au
264,"au,gov,vic,boroondara,epropertyprod",6,au,gov,vic,boroondara,epropertyprod,,,,,,epropertyprod.boroondara.vic.gov.au
265,"au,gov,nsw,tumut,etrack",16,au,gov,nsw,tumut,etrack,,,,,,etrack.tumut.nsw.gov.au
266,"au,gov,qld,goldcoast,libraryapp",7,au,gov,qld,goldcoast,libraryapp,,,,,,libraryapp.goldcoast.qld.gov.au
267,"au,gov,nsw,infohunt,lakemac",16287,au,gov,nsw,infohunt,lakemac,,,,,,lakemac.infohunt.nsw.gov.au
268,"au,gov,wa,bridgetown,w",1,au,gov,wa,bridgetown,w,,,,,,w.bridgetown.wa.gov.au
269,"au,gov,sa,ahc,w",1,au,gov,sa,ahc,w,,,,,,w.ahc.sa.gov.au
270,"au,gov,nsw,women",2366,au,gov,nsw,women,,,,,,,women.nsw.gov.au
271,"au,gov,sa,yorke,email",1,au,gov,sa,yorke,email,,,,,,email.yorke.sa.gov.au
272,"au,gov,wa,legalaid,blurredborders",22,au,gov,wa,legalaid,blurredborders,,,,,,blurredborders.legalaid.wa.gov.au
273,"au,gov,nsw,sl,druginfo",15469,au,gov,nsw,sl,druginfo,,,,,,druginfo.sl.nsw.gov.au
274,"au,gov,mdba,livedata",3901,au,gov,mdba,livedata,,,,,,,livedata.mdba.gov.au
275,"au,gov,mission,asean",63,au,gov,mission,asean,,,,,,,asean.mission.gov.au
276,"au,gov,nsw,onegov,una,online",48,au,gov,nsw,onegov,una,online,,,,,online.una.onegov.nsw.gov.au
277,"au,gov,qld,dsitia,innovation-portal",3,au,gov,qld,dsitia,innovation-portal,,,,,,innovation-portal.dsitia.qld.gov.au
278,"au,gov,nsw,transport,sts",2,au,gov,nsw,transport,sts,,,,,,sts.transport.nsw.gov.au
279,"au,gov,nt,ntpacsviewer",2,au,gov,nt,ntpacsviewer,,,,,,,ntpacsviewer.nt.gov.au
280,"au,gov,nsw,crownland,whsintroduction",1,au,gov,nsw,crownland,whsintroduction,,,,,,whsintroduction.crownland.nsw.gov.au
281,"au,gov,tas,tasmaniasecurity",2,au,gov,tas,tasmaniasecurity,,,,,,,tasmaniasecurity.tas.gov.au
282,"au,gov,nsw,bayside,footwaytrading",3,au,gov,nsw,bayside,footwaytrading,,,,,,footwaytrading.bayside.nsw.gov.au
283,"au,gov,vic,dairysafe,portal",3,au,gov,vic,dairysafe,portal,,,,,,portal.dairysafe.vic.gov.au
284,"au,gov,vic,pharmacy,portal",1,au,gov,vic,pharmacy,portal,,,,,,portal.pharmacy.vic.gov.au
285,"au,gov,qld,healthier",35305,au,gov,qld,healthier,,,,,,,healthier.qld.gov.au
286,"au,gov,nsw,wollongong,access",1,au,gov,nsw,wollongong,access,,,,,,access.wollongong.nsw.gov.au
287,"au,gov,nsw,waterweek",2328,au,gov,nsw,waterweek,,,,,,,waterweek.nsw.gov.au
288,"au,gov,ttipattorney",873,au,gov,ttipattorney,,,,,,,,ttipattorney.gov.au
289,"au,gov,embassy,qatar",29,au,gov,embassy,qatar,,,,,,,qatar.embassy.gov.au
290,"au,gov,aiatsis,core",1,au,gov,aiatsis,core,,,,,,,core.aiatsis.gov.au
291,"au,gov,tas,ths",227,au,gov,tas,ths,,,,,,,ths.tas.gov.au
292,"au,gov,vic,parkconnect,media",2,au,gov,vic,parkconnect,media,,,,,,media.parkconnect.vic.gov.au
293,"au,gov,tga,business",20,au,gov,tga,business,,,,,,,business.tga.gov.au
294,"au,gov,wa,rockingham,elibrary",4,au,gov,wa,rockingham,elibrary,,,,,,elibrary.rockingham.wa.gov.au
295,"au,gov,telinfo",4421,au,gov,telinfo,,,,,,,,telinfo.gov.au
296,"au,gov,wa,artswa",326,au,gov,wa,artswa,,,,,,,artswa.wa.gov.au
297,"au,gov,nsw,schools,redhead-p",595,au,gov,nsw,schools,redhead-p,,,,,,redhead-p.schools.nsw.gov.au
298,"au,gov,dpmc,cybersecuritystrategy",12,au,gov,dpmc,cybersecuritystrategy,,,,,,,cybersecuritystrategy.dpmc.gov.au
299,"au,gov,vic,achris",3,au,gov,vic,achris,,,,,,,achris.vic.gov.au
300,"au,gov,nt,remoterecruitment",87,au,gov,nt,remoterecruitment,,,,,,,remoterecruitment.nt.gov.au
301,"au,gov,vic,melbourne,developmentactivity",2,au,gov,vic,melbourne,developmentactivity,,,,,,developmentactivity.melbourne.vic.gov.au
302,"au,gov,onsecure,irap",1,au,gov,onsecure,irap,,,,,,,irap.onsecure.gov.au
303,"au,gov,wa,melville",1511,au,gov,wa,melville,,,,,,,melville.wa.gov.au
304,"au,gov,nla,pcs",6,au,gov,nla,pcs,,,,,,,pcs.nla.gov.au
305,"au,gov,sa,escosa,helium",4,au,gov,sa,escosa,helium,,,,,,helium.escosa.sa.gov.au
306,"au,gov,nsw,ncc,staging",1438,au,gov,nsw,ncc,staging,,,,,,staging.ncc.nsw.gov.au
307,"au,gov,immi,fred",450,au,gov,immi,fred,,,,,,,fred.immi.gov.au
308,"au,gov,dss,mydex",1,au,gov,dss,mydex,,,,,,,mydex.dss.gov.au
309,"au,gov,canceraustralia,fallopian-cancer",28,au,gov,canceraustralia,fallopian-cancer,,,,,,,fallopian-cancer.canceraustralia.gov.au
310,"au,gov,nsw,smarterbuying",204,au,gov,nsw,smarterbuying,,,,,,,smarterbuying.nsw.gov.au
311,"au,gov,industry,extranets",2,au,gov,industry,extranets,,,,,,,extranets.industry.gov.au
312,"au,gov,act,decs,activated",1535,au,gov,act,decs,activated,,,,,,activated.decs.act.gov.au
313,"au,gov,abc",145294,au,gov,abc,,,,,,,,abc.gov.au
314,"au,gov,nsw,singleton,agenda",1,au,gov,nsw,singleton,agenda,,,,,,agenda.singleton.nsw.gov.au
315,"au,gov,wa,health,myhr",1,au,gov,wa,health,myhr,,,,,,myhr.health.wa.gov.au
316,"au,gov,asic,sydwln1",9,au,gov,asic,sydwln1,,,,,,,sydwln1.asic.gov.au
317,"au,gov,sa,mdc",116,au,gov,sa,mdc,,,,,,,mdc.sa.gov.au
318,"au,gov,vic,hume,business",1,au,gov,vic,hume,business,,,,,,business.hume.vic.gov.au
319,"au,gov,ap6",81,au,gov,ap6,,,,,,,,ap6.gov.au
320,"au,gov,vic,vec,evote",1414,au,gov,vic,vec,evote,,,,,,evote.vec.vic.gov.au
321,"au,gov,qld,ictgi",127,au,gov,qld,ictgi,,,,,,,ictgi.qld.gov.au
322,"au,gov,nsw,ses,lithgow",31,au,gov,nsw,ses,lithgow,,,,,,lithgow.ses.nsw.gov.au
323,"au,gov,tas,education,responses",142,au,gov,tas,education,responses,,,,,,responses.education.tas.gov.au
324,"au,gov,nsw,gtcc,irx01",39573,au,gov,nsw,gtcc,irx01,,,,,,irx01.gtcc.nsw.gov.au
325,"au,gov,nsw,campbelltown,topup",1,au,gov,nsw,campbelltown,topup,,,,,,topup.campbelltown.nsw.gov.au
326,"au,gov,qld,ttdpavement",29,au,gov,qld,ttdpavement,,,,,,,ttdpavement.qld.gov.au
327,"au,gov,smarttraveller,w",1,au,gov,smarttraveller,w,,,,,,,w.smarttraveller.gov.au
328,"au,gov,vic,melbourne,cityprojects",54,au,gov,vic,melbourne,cityprojects,,,,,,cityprojects.melbourne.vic.gov.au
329,"au,gov,wa,transportal",26,au,gov,wa,transportal,,,,,,,transportal.wa.gov.au
330,"au,gov,act,assistance",1800,au,gov,act,assistance,,,,,,,assistance.act.gov.au
331,"au,gov,infrastructure,travelsecure",176,au,gov,infrastructure,travelsecure,,,,,,,travelsecure.infrastructure.gov.au
332,"au,gov,nsw,ipart,staging",1425,au,gov,nsw,ipart,staging,,,,,,staging.ipart.nsw.gov.au
333,"au,gov,qld,thuringowa,northernbeachesfestival",23,au,gov,qld,thuringowa,northernbeachesfestival,,,,,,northernbeachesfestival.thuringowa.qld.gov.au
334,"au,gov,nsw,local-e,blayney",3864,au,gov,nsw,local-e,blayney,,,,,,blayney.local-e.nsw.gov.au
335,"au,gov,tas,jobs,admin",36,au,gov,tas,jobs,admin,,,,,,admin.jobs.tas.gov.au
336,"au,gov,tas,dpiw,surcom",13,au,gov,tas,dpiw,surcom,,,,,,surcom.dpiw.tas.gov.au
337,"au,gov,nsw,singleton,portal",25737,au,gov,nsw,singleton,portal,,,,,,portal.singleton.nsw.gov.au
338,"au,gov,tas,companioncard",38,au,gov,tas,companioncard,,,,,,,companioncard.tas.gov.au
339,"au,gov,pbs,m",3,au,gov,pbs,m,,,,,,,m.pbs.gov.au
340,"au,gov,nma,competition",2,au,gov,nma,competition,,,,,,,competition.nma.gov.au
341,"au,gov,nsw,schools,woywoy-p",574,au,gov,nsw,schools,woywoy-p,,,,,,woywoy-p.schools.nsw.gov.au
342,"au,gov,nhmrc,beta",257,au,gov,nhmrc,beta,,,,,,,beta.nhmrc.gov.au
343,"au,gov,qld,housing,chol",3,au,gov,qld,housing,chol,,,,,,chol.housing.qld.gov.au
344,"au,gov,tas,tasmaniatogether,wwwtest",18,au,gov,tas,tasmaniatogether,wwwtest,,,,,,wwwtest.tasmaniatogether.tas.gov.au
345,"au,gov,nsw,audit,annualreport2019",184,au,gov,nsw,audit,annualreport2019,,,,,,annualreport2019.audit.nsw.gov.au
346,"au,gov,vic,slv,psr",6,au,gov,vic,slv,psr,,,,,,psr.slv.vic.gov.au
347,"au,gov,vic,youthcentral,3",1,au,gov,vic,youthcentral,3,,,,,,3.youthcentral.vic.gov.au
348,"au,gov,act,esa",7194,au,gov,act,esa,,,,,,,esa.act.gov.au
349,"au,gov,nsw,bathurst",102601,au,gov,nsw,bathurst,,,,,,,bathurst.nsw.gov.au
350,"au,gov,vic,wellington,eservice",539,au,gov,vic,wellington,eservice,,,,,,eservice.wellington.vic.gov.au
351,"au,gov,nsw,parracity,webcast",5,au,gov,nsw,parracity,webcast,,,,,,webcast.parracity.nsw.gov.au
352,"au,gov,vic,whitehorse,eservices",444,au,gov,vic,whitehorse,eservices,,,,,,eservices.whitehorse.vic.gov.au
353,"au,gov,australiangovernmentbonds,beta",56,au,gov,australiangovernmentbonds,beta,,,,,,,beta.australiangovernmentbonds.gov.au
354,"au,gov,nsw,schools,t4l",77,au,gov,nsw,schools,t4l,,,,,,t4l.schools.nsw.gov.au
355,"au,gov,wa,transport,falcon2",26,au,gov,wa,transport,falcon2,,,,,,falcon2.transport.wa.gov.au
356,"au,gov,sa,childcare",50767,au,gov,sa,childcare,,,,,,,childcare.sa.gov.au
357,"au,gov,nsw,greatersydneycommission",1724,au,gov,nsw,greatersydneycommission,,,,,,,greatersydneycommission.nsw.gov.au
358,"au,gov,oph,woym",255,au,gov,oph,woym,,,,,,,woym.oph.gov.au
359,"au,gov,qld,elections,selfserv",6,au,gov,qld,elections,selfserv,,,,,,selfserv.elections.qld.gov.au
360,"au,gov,qld,moretonbayrail",1,au,gov,qld,moretonbayrail,,,,,,,moretonbayrail.qld.gov.au
361,"au,gov,nsw,kempsey,community",1,au,gov,nsw,kempsey,community,,,,,,community.kempsey.nsw.gov.au
362,"au,gov,nsw,schools,lisarow-h",182,au,gov,nsw,schools,lisarow-h,,,,,,lisarow-h.schools.nsw.gov.au
363,"au,gov,embassy,easttimor",163,au,gov,embassy,easttimor,,,,,,,easttimor.embassy.gov.au
364,"au,gov,nsw,wentworth,maps",12,au,gov,nsw,wentworth,maps,,,,,,maps.wentworth.nsw.gov.au
365,"au,gov,nal,hear4tomorrow",7,au,gov,nal,hear4tomorrow,,,,,,,hear4tomorrow.nal.gov.au
366,"au,gov,nsw,libraries,wikitest",2538,au,gov,nsw,libraries,wikitest,,,,,,wikitest.libraries.nsw.gov.au
367,"au,gov,nsw,schools,oranpark-p",253,au,gov,nsw,schools,oranpark-p,,,,,,oranpark-p.schools.nsw.gov.au
368,"au,gov,wa,psmcourse",83,au,gov,wa,psmcourse,,,,,,,psmcourse.wa.gov.au
369,"au,gov,nrsc",37,au,gov,nrsc,,,,,,,,nrsc.gov.au
370,"au,gov,nsw,schools,merryland-p",178,au,gov,nsw,schools,merryland-p,,,,,,merryland-p.schools.nsw.gov.au
371,"au,gov,vic,surfcoast,mail",4,au,gov,vic,surfcoast,mail,,,,,,mail.surfcoast.vic.gov.au
372,"au,gov,nsw,damsafety,sharepoint",2,au,gov,nsw,damsafety,sharepoint,,,,,,sharepoint.damsafety.nsw.gov.au
373,"au,gov,slnsw",12792,au,gov,slnsw,,,,,,,,slnsw.gov.au
374,"au,gov,billabong",711,au,gov,billabong,,,,,,,,billabong.gov.au
375,"au,gov,nsw,schools,berry-p",392,au,gov,nsw,schools,berry-p,,,,,,berry-p.schools.nsw.gov.au
376,"au,gov,sa,mdo",223,au,gov,sa,mdo,,,,,,,mdo.sa.gov.au
377,"au,gov,sa,plain,p2,w",1,au,gov,sa,plain,p2,w,,,,,w.p2.plain.sa.gov.au
378,"au,gov,nsw,schools,oatleywest-p",291,au,gov,nsw,schools,oatleywest-p,,,,,,oatleywest-p.schools.nsw.gov.au
379,"au,gov,nsw,governor",4136,au,gov,nsw,governor,,,,,,,governor.nsw.gov.au
380,"au,gov,nsw,health,schn,vpn",2,au,gov,nsw,health,schn,vpn,,,,,vpn.schn.health.nsw.gov.au
381,"au,gov,vic,ambulance,cpg",4,au,gov,vic,ambulance,cpg,,,,,,cpg.ambulance.vic.gov.au
382,"au,gov,wa,mpc,employment",20,au,gov,wa,mpc,employment,,,,,,employment.mpc.wa.gov.au
383,"au,gov,sa,slsa,winelit",1816,au,gov,sa,slsa,winelit,,,,,,winelit.slsa.sa.gov.au
384,"au,gov,nsw,ses,waverleywoollahra",99,au,gov,nsw,ses,waverleywoollahra,,,,,,waverleywoollahra.ses.nsw.gov.au
385,"au,gov,carergateway,coaching",4,au,gov,carergateway,coaching,,,,,,,coaching.carergateway.gov.au
386,"au,gov,wa,health,qeii",290,au,gov,wa,health,qeii,,,,,,qeii.health.wa.gov.au
387,"au,gov,nsw,fairtrading,myinspections",8,au,gov,nsw,fairtrading,myinspections,,,,,,myinspections.fairtrading.nsw.gov.au
388,"au,gov,nsw,schools,cherrybrok-p",205,au,gov,nsw,schools,cherrybrok-p,,,,,,cherrybrok-p.schools.nsw.gov.au
389,"au,gov,nhmrc,dietaryguidelines",7,au,gov,nhmrc,dietaryguidelines,,,,,,,dietaryguidelines.nhmrc.gov.au
390,"au,gov,wa,justice,secure",99304,au,gov,wa,justice,secure,,,,,,secure.justice.wa.gov.au
391,"au,gov,nsw,coffsharbour,maps",8,au,gov,nsw,coffsharbour,maps,,,,,,maps.coffsharbour.nsw.gov.au
392,"au,gov,sa,prospect,nextcloud",3,au,gov,sa,prospect,nextcloud,,,,,,nextcloud.prospect.sa.gov.au
393,"au,gov,vic,education,search",1871,au,gov,vic,education,search,,,,,,search.education.vic.gov.au
394,"au,gov,sa,teatreegully,ecouncil",103,au,gov,sa,teatreegully,ecouncil,,,,,,ecouncil.teatreegully.sa.gov.au
395,"au,gov,wa,landgate,myfirewatch",11,au,gov,wa,landgate,myfirewatch,,,,,,myfirewatch.landgate.wa.gov.au
396,"au,gov,vic,stockdale",4,au,gov,vic,stockdale,,,,,,,stockdale.vic.gov.au
397,"au,gov,nsw,service,comms,click",1,au,gov,nsw,service,comms,click,,,,,click.comms.service.nsw.gov.au
398,"au,gov,vic,cyf",4812,au,gov,vic,cyf,,,,,,,cyf.vic.gov.au
399,"au,gov,nsw,onegov",681,au,gov,nsw,onegov,,,,,,,onegov.nsw.gov.au
400,"au,gov,vic,planning,urban-design-guidelines",27,au,gov,vic,planning,urban-design-guidelines,,,,,,urban-design-guidelines.planning.vic.gov.au
401,"au,gov,nsw,cpsregister",5,au,gov,nsw,cpsregister,,,,,,,cpsregister.nsw.gov.au
402,"au,gov,defencejobs,navy",394,au,gov,defencejobs,navy,,,,,,,navy.defencejobs.gov.au
403,"au,gov,qld,dsdmip,planning",699,au,gov,qld,dsdmip,planning,,,,,,planning.dsdmip.qld.gov.au
404,"au,gov,nsw,shapeyourstate",1,au,gov,nsw,shapeyourstate,,,,,,,shapeyourstate.nsw.gov.au
405,"au,gov,vic,greenhouse",18719,au,gov,vic,greenhouse,,,,,,,greenhouse.vic.gov.au
406,"au,gov,tas,antarcticcentennial",23,au,gov,tas,antarcticcentennial,,,,,,,antarcticcentennial.tas.gov.au
407,"au,gov,nsw,schools,kegworth-p",251,au,gov,nsw,schools,kegworth-p,,,,,,kegworth-p.schools.nsw.gov.au
408,"au,gov,qld,courts,wifi",8,au,gov,qld,courts,wifi,,,,,,wifi.courts.qld.gov.au
409,"au,gov,nsw,schools,oranahts-p",365,au,gov,nsw,schools,oranahts-p,,,,,,oranahts-p.schools.nsw.gov.au
410,"au,gov,wa,dca,situate",525,au,gov,wa,dca,situate,,,,,,situate.dca.wa.gov.au
411,"au,gov,nsw,innerwest,recpost",9426,au,gov,nsw,innerwest,recpost,,,,,,recpost.innerwest.nsw.gov.au
412,"au,gov,qld,information,uat-gisservices",373,au,gov,qld,information,uat-gisservices,,,,,,uat-gisservices.information.qld.gov.au
413,"au,gov,nsw,gosford,vision2025",174,au,gov,nsw,gosford,vision2025,,,,,,vision2025.gosford.nsw.gov.au
414,"au,gov,nt,ntlexhibit",5714,au,gov,nt,ntlexhibit,,,,,,,ntlexhibit.nt.gov.au
415,"au,gov,vic,sro",17169,au,gov,vic,sro,,,,,,,sro.vic.gov.au
416,"au,gov,army,admin",24,au,gov,army,admin,,,,,,,admin.army.gov.au
417,"au,gov,vic,vec,submissions",2,au,gov,vic,vec,submissions,,,,,,submissions.vec.vic.gov.au
418,"au,gov,isr,biotech",47,au,gov,isr,biotech,,,,,,,biotech.isr.gov.au
419,"au,gov,nsw,kogarah,sustainability",139,au,gov,nsw,kogarah,sustainability,,,,,,sustainability.kogarah.nsw.gov.au
420,"au,gov,facsia",62244,au,gov,facsia,,,,,,,,facsia.gov.au
421,"au,gov,oceans",3190,au,gov,oceans,,,,,,,,oceans.gov.au
422,"au,gov,vic,hhs",273,au,gov,vic,hhs,,,,,,,hhs.vic.gov.au
423,"au,gov,dest,heef",12,au,gov,dest,heef,,,,,,,heef.dest.gov.au
424,"au,gov,nsw,parracity,connect",1,au,gov,nsw,parracity,connect,,,,,,connect.parracity.nsw.gov.au
425,"au,gov,acma,toolkit",352,au,gov,acma,toolkit,,,,,,,toolkit.acma.gov.au
426,"au,gov,wa,stirling,archives",5712,au,gov,wa,stirling,archives,,,,,,archives.stirling.wa.gov.au
427,"au,gov,wa,cuballing,w",1,au,gov,wa,cuballing,w,,,,,,w.cuballing.wa.gov.au
428,"au,gov,sa,lga,dcw,npsp",1078,au,gov,sa,lga,dcw,npsp,,,,,npsp.dcw.lga.sa.gov.au
429,"au,gov,nsw,lanecove,survey",67,au,gov,nsw,lanecove,survey,,,,,,survey.lanecove.nsw.gov.au
430,"au,gov,nt,sa",2,au,gov,nt,sa,,,,,,,sa.nt.gov.au
431,"au,gov,nsw,mpgp",30,au,gov,nsw,mpgp,,,,,,,mpgp.nsw.gov.au
432,"au,gov,nt,correctionalservices",640,au,gov,nt,correctionalservices,,,,,,,correctionalservices.nt.gov.au
433,"au,gov,vic,yarriambiack,mail",1,au,gov,vic,yarriambiack,mail,,,,,,mail.yarriambiack.vic.gov.au
434,"au,gov,vic,dhs,hnp1",20,au,gov,vic,dhs,hnp1,,,,,,hnp1.dhs.vic.gov.au
435,"au,gov,tas,stategrowth,bus-contracts",1,au,gov,tas,stategrowth,bus-contracts,,,,,,bus-contracts.stategrowth.tas.gov.au
436,"au,gov,vic,heritage,images",1,au,gov,vic,heritage,images,,,,,,images.heritage.vic.gov.au
437,"au,gov,vic,delwp",2635,au,gov,vic,delwp,,,,,,,delwp.vic.gov.au
438,"au,gov,sa,parliament,2",1,au,gov,sa,parliament,2,,,,,,2.parliament.sa.gov.au
439,"au,gov,vic,cfa,news,w",1,au,gov,vic,cfa,news,w,,,,,w.news.cfa.vic.gov.au
440,"au,gov,sa,movingrightalong",1,au,gov,sa,movingrightalong,,,,,,,movingrightalong.sa.gov.au
441,"au,gov,nsw,ssc,cms",2929,au,gov,nsw,ssc,cms,,,,,,cms.ssc.nsw.gov.au
442,"au,gov,act,remote",1,au,gov,act,remote,,,,,,,remote.act.gov.au
443,"au,gov,sa,teatreegully,sirius",1665,au,gov,sa,teatreegully,sirius,,,,,,sirius.teatreegully.sa.gov.au
444,"au,gov,sa,lga,dcw,portaugusta",270,au,gov,sa,lga,dcw,portaugusta,,,,,portaugusta.dcw.lga.sa.gov.au
445,"au,gov,qld,mypolice,bp,static",2,au,gov,qld,mypolice,bp,static,,,,,static.bp.mypolice.qld.gov.au
446,"au,gov,nsw,education,ps,blakehurst",1,au,gov,nsw,education,ps,blakehurst,,,,,blakehurst.ps.education.nsw.gov.au
447,"au,gov,nsw,shoalhaven,doc",1064,au,gov,nsw,shoalhaven,doc,,,,,,doc.shoalhaven.nsw.gov.au
448,"au,gov,vic,maps",11,au,gov,vic,maps,,,,,,,maps.vic.gov.au
449,"au,gov,nsw,schools,bellavista-p",140,au,gov,nsw,schools,bellavista-p,,,,,,bellavista-p.schools.nsw.gov.au
450,"au,gov,nsw,schools,cooperscrk-p",112,au,gov,nsw,schools,cooperscrk-p,,,,,,cooperscrk-p.schools.nsw.gov.au
451,"au,gov,sa,eoc,pbtr",10059,au,gov,sa,eoc,pbtr,,,,,,pbtr.eoc.sa.gov.au
452,"au,gov,dewr,buildingtaskforce",40,au,gov,dewr,buildingtaskforce,,,,,,,buildingtaskforce.dewr.gov.au
453,"au,gov,nt,housingnt",120,au,gov,nt,housingnt,,,,,,,housingnt.nt.gov.au
454,"au,gov,nsw,schools,gillieston-p",234,au,gov,nsw,schools,gillieston-p,,,,,,gillieston-p.schools.nsw.gov.au
455,"au,gov,nt,myeportfolio",11,au,gov,nt,myeportfolio,,,,,,,myeportfolio.nt.gov.au
456,"au,gov,australia,search",10,au,gov,australia,search,,,,,,,search.australia.gov.au
457,"au,gov,pc,bilbo",102,au,gov,pc,bilbo,,,,,,,bilbo.pc.gov.au
458,"au,gov,qld,southburnett,haveyoursay",2373,au,gov,qld,southburnett,haveyoursay,,,,,,haveyoursay.southburnett.qld.gov.au
459,"au,gov,nsw,schools,woolomin-p",174,au,gov,nsw,schools,woolomin-p,,,,,,woolomin-p.schools.nsw.gov.au
460,"au,gov,qld,tr,my",96,au,gov,qld,tr,my,,,,,,my.tr.qld.gov.au
461,"au,gov,nsw,schools,middledura-p",207,au,gov,nsw,schools,middledura-p,,,,,,middledura-p.schools.nsw.gov.au
462,"au,gov,nsw,schools,winstonhts-p",228,au,gov,nsw,schools,winstonhts-p,,,,,,winstonhts-p.schools.nsw.gov.au
463,"au,gov,defence,iarmy",1,au,gov,defence,iarmy,,,,,,,iarmy.defence.gov.au
464,"au,gov,qld,hpw,ehar",1,au,gov,qld,hpw,ehar,,,,,,ehar.hpw.qld.gov.au
465,"au,gov,fwc,citrix",1,au,gov,fwc,citrix,,,,,,,citrix.fwc.gov.au
466,"au,gov,vic,esv,defect",1,au,gov,vic,esv,defect,,,,,,defect.esv.vic.gov.au
467,"au,gov,nsw,education,servicenavigator",1,au,gov,nsw,education,servicenavigator,,,,,,servicenavigator.education.nsw.gov.au
468,"au,gov,vic,slv,domino",2,au,gov,vic,slv,domino,,,,,,domino.slv.vic.gov.au
469,"au,gov,sa,dpac",69,au,gov,sa,dpac,,,,,,,dpac.sa.gov.au
470,"au,gov,nsw,schools,wyrallah-p",222,au,gov,nsw,schools,wyrallah-p,,,,,,wyrallah-p.schools.nsw.gov.au
471,"au,gov,sa,planning,dims",173,au,gov,sa,planning,dims,,,,,,dims.planning.sa.gov.au
472,"au,gov,wa,landgate,w2",1,au,gov,wa,landgate,w2,,,,,,w2.landgate.wa.gov.au
473,"au,gov,embassy,ireland",69,au,gov,embassy,ireland,,,,,,,ireland.embassy.gov.au
474,"au,gov,nsw,cityrail,testing",45,au,gov,nsw,cityrail,testing,,,,,,testing.cityrail.nsw.gov.au
475,"au,gov,nterreview",429,au,gov,nterreview,,,,,,,,nterreview.gov.au
476,"au,gov,bom,wvs3",2,au,gov,bom,wvs3,,,,,,,wvs3.bom.gov.au
477,"au,gov,nsw,schools,theponds-s",104,au,gov,nsw,schools,theponds-s,,,,,,theponds-s.schools.nsw.gov.au
478,"au,gov,wa,ashburton,m",6038,au,gov,wa,ashburton,m,,,,,,m.ashburton.wa.gov.au
479,"au,gov,mdba,thebasinplanforums",1,au,gov,mdba,thebasinplanforums,,,,,,,thebasinplanforums.mdba.gov.au
480,"au,gov,sa,sawater,pay",1220,au,gov,sa,sawater,pay,,,,,,pay.sawater.sa.gov.au
481,"au,gov,wa,vincent,events",80,au,gov,wa,vincent,events,,,,,,events.vincent.wa.gov.au
482,"au,gov,sa,parks",34780,au,gov,sa,parks,,,,,,,parks.sa.gov.au
483,"au,gov,deewr,grouptraining",43,au,gov,deewr,grouptraining,,,,,,,grouptraining.deewr.gov.au
484,"au,gov,nt,greaterdarwin",16,au,gov,nt,greaterdarwin,,,,,,,greaterdarwin.nt.gov.au
485,"au,gov,nsw,oes,mail",450,au,gov,nsw,oes,mail,,,,,,mail.oes.nsw.gov.au
486,"au,gov,qld,health,email",5,au,gov,qld,health,email,,,,,,email.health.qld.gov.au
487,"au,gov,qld,archives,blogs",2103,au,gov,qld,archives,blogs,,,,,,blogs.archives.qld.gov.au
